business_id,review_id,user_id,stars,useful,funny,cool,text,date,topic
XQfwVwDr-v0ZS3_CbbE5Xw,wfJS0o2_absa6lYYuVnz4g,qdneUwCll9ADHOp7i3wq3Q,4,1,0,0,"This place is conveniently located at English Village right next to the J Crew store. The decor is well done. It is low key and welcoming.

First thing you see when you walk in is the espresso bar. They have French press options on the menu as well as espresso and the unlimited house coffee options to fill the range of tastes and budgets.

I ordered the huevos rancheros, which came in top of a plate sized tortilla which might have been able to hold itself together as a huge breakfast burrito. If you don't know what huevos rancheros is, think of it as a typical American breakfast of eggs, home fries and sausages (this case chorizo) topped with salsa. In this case they also had a half of an avocado and sour cream. Tasty.

Wife has acai berry crepes which were a special. And we ordered two pancakes for the kid. The pancakes weren't special at all, but they weren't bad.

Considering that it was Mother's Day, the service was great. They even had a large mug as a giveaway to all the mothers. Sadly the one we brought home had a crack when we took off the cellophane. Thankfully we don't need another mug.",2017-05-14 14:20:27,"case, breakfast, pancakes, huevos, ordered"
XQfwVwDr-v0ZS3_CbbE5Xw,241ycTAVakh4sY8b7S_jyQ,CL5U0V87_Ord4cp9pE40Pw,1,0,0,0,"""Who's in the kitchen and why can't they do their job?""
Reviewed 2 days ago NEW
I had high hopes for this eatery but I got over that with just one visit. Arrived a little after 12p.m. on a perfectly lovely day with four other adult family members. The restaurant makes a nice impression with it's white beadboard trim and large windows. I'm thinking this is going to be nice. We were seated fairly quickly once they had converted a square table to round to accommodate our party of five. The waitress was friendly and attentive at first. Took our orders, poured our beverages etc. Tick, tock, it took 45 minutes before our food was served! If 5 is a big party, they are in big trouble. But the fun doesn't stop there. Out of 5 entrees there were 3 errors. Mom asked for sausage, she got bacon, Sister asked for multi grain bread, she got sour dough, hubby ordered a Tuscany omelet and got a Western. My tuna melt was accurate but miserably cold. Okay let's go with 4 out 5. My brother-in-law was happy with his Cuban. We're still trying to figure out how that happened. My advice, skip it!!!",2017-09-09 22:05:11,"got, asked, nice, took, party"
XQfwVwDr-v0ZS3_CbbE5Xw,nU0rOSN0x-PKGXzappMUmg,lsvuuBJZBRQ8rbZ69KXvew,2,0,0,0,"Hopefully they will find their way but this promising new breakfast/lunch joint is a disaster. After waiting we'll over an hour for a table our waitress forgot our drinks and the food that came out was not what we ordered. The avocado toast was tasteless and not up to speed while the rest of the food was on par with a greasy spoon joint and not the modern fresh atmosphere suggested. I suggest we all give them time to find their legs, train their staff, and improve the quality of the potentially appealing menu.",2017-05-14 18:24:56,"find, joint, food, suggested, fresh"
XQfwVwDr-v0ZS3_CbbE5Xw,YX2cFHDxlUfGnQ8bHPq4cA,QD9xhB-261YIQIFI5sRBtQ,1,1,0,0,"Not Impressed at all. Ordered a omelette and bacon.
The bacon was forgotten and never arrived.
Also received a English muffin. No butter or anything. Just a dry sliced muffin. Fresh squeezed orange juice was very disappointing.
Food was dropped off and did not see server again.
Won't be going back again until picking up the plates.
HUGE DISAPPOINTMENT",2017-07-20 17:22:04,"muffin, bacon, dry, english, orange"
XQfwVwDr-v0ZS3_CbbE5Xw,pDN3hRBarmGWXbK64A83MA,IBrReMAeZkVIbjZIe1E_Hw,1,0,0,0,"never coming back here again. all of the glasses had a crusty cloudy look to it. silver ware and coffee cups were all crusty and dirty. waiter spilled coffee all over our table and didnt bother cleaning it up. i ordered the green juice and on the rim of the glass cup it was covered with what looked like rolls of dust and particles. as i ask them to replace it, but instead they just wiped it with a napkin and gave it back to me with particles still covered around it. it looked like they stored the glasses in a very dusty dirty shelf or kept them on a dirty floor. i didnt bother drinking it nor will i come back to this filthy place again. there are flies everywhere in the resturant also.",2018-09-08 17:03:53,"dirty, back, glasses, bother, crusty"
XQfwVwDr-v0ZS3_CbbE5Xw,yT87_j7RyUTdHMuG0hvHXA,tqJxu8-N-PWiuZn30HTwng,5,0,0,0,"Went here over the weekend,  got my sugar rush on with the salted caramel waffles.  Awesome!!!  Staff was happy and helpful, noticed that kids got a little cup of fruitloops if they were waiting for a table. That's a nice touch for families.  The coffee was fantastic, parking was tough as the plaza is very congested.  Good place!",2017-05-16 12:58:44,"got, sugar, happy, rush, noticed"
XQfwVwDr-v0ZS3_CbbE5Xw,xk5FILQ4R_krWSYKJybUWA,p6sURh18VJ3E4xrp-I5R1Q,5,0,0,0,"This place is delicious. I like how to food is a twist on the classics. I love the vanilla chai tea latte they have, it's different and love the cute attention to detail with the sugar spoon. The lemon blueberry pancakes were good as well. 

The manager is very hands on and really seems to really know the business. I really needed my check and my waiter was tending to another table, the manager noticed and got me my check and packed my leftovers asap.",2017-04-22 04:43:19,"really, check, manager, love, spoon"
XQfwVwDr-v0ZS3_CbbE5Xw,ae5On6KCPiglMQJ--1JcTQ,13ukpN5_6gfShttD5OcUuA,2,0,0,0,"I don't recommend this place for breakfast. The only reason I would go is if I didn't have other options or got tired of visiting the same places over again. The food was not really good. I had the avocado toast, which was very bland, and the Popeye Skillet, which was mediocre and unappetizing.",2017-07-09 21:13:48,"place, visiting, recommend, reason, food"
XQfwVwDr-v0ZS3_CbbE5Xw,i5jMeyoJSbUrQ7T-AU22_A,syde0vNnrDVcChSFJ4vJTA,1,0,0,0,"Well, lots to say. Managers were busy makin coffee drinks and totally ignoring the business. Tables were ready and set but empty. The ""15 minute wait"" became 30. People that work there appear to be miserable and in slllloooowwww motion. Waiter brought table next to us their food holding a dirty rag and said ""this is a really hot plate. The heat is coming through this rag.""  Ummm. After seeing and hearing that we were kinda disgusted. Our meal was fair. My skillet was hot but the food was not. Sad- the menu is great but will not return unless a major re-do happens.",2017-12-17 17:48:54,"rag, food, hot, totally, dirty"
XQfwVwDr-v0ZS3_CbbE5Xw,ScBqrVWtpnOmHZwZ7zHfVg,pPSX4MqFXaYRQzB2UHUELQ,2,0,0,0,"So we live turning point. Warrington is great tho the wait is long. The new one in north wales is pure and simple- filthy. Floors full of food and crayons. Tables leave you walking out sticky like honey. Chairs all so dirty I'm afraid my pants will have stains on it when I stand up!  

Staff is great. Manager great. Get the cleanliness right and I'll be back for more!!!",2017-06-18 17:21:18,"great, tho, right, honey, one"
XQfwVwDr-v0ZS3_CbbE5Xw,ptpHomDWWvwu_mMEYKu5Ig,bwq4VuSXz4Xx1P9CPQIwCg,3,5,2,3,"Okay here's a great example of too much management, no not enough. Well, something is wrong here and it isn't the food. I counted 14 waitstaff, four hostess, one guy in black that did nothing, and a manager that liked to talk into his earpiece rather than help.
This is a concept restaurant. It has worked before. It isn't working here. So when a waitress tells you ""all our food is made from scratch"" before anythjng else we know the translation is ""our kitchen is very slow, and we won't bd getting your food to you in under an hour."" Yup. An hour. Not from scratch. Bagels from scratch, no. English muffin, no. Bread, no. Own sausage, no. Smoke the bacon, no. Organic eggs, no. Butter, no. So what did you make from scratch? 
We ordered french press coffee. It was past brew when it hit the table 15 minutes later. No cream. Ask waitress for cream. Ask manager for cream, he snarked something back, which is what earned this review. Waitress brought cream five minutes later. He couldn't be bothered. Real important stuff going on in that earpiece! 
Food was okay, not great. Coffee was brewed too long. Breads were burned with no butter. Eggs cooked close to order. Sausage and bacon were precooked then put back on (a pet peave of mine). 
Would I ever go back? Maybe. 
Oooh, they also have a calculated tip percentage on the bottom for referrence. 25%!!! Yeah, um, no.",2017-07-24 02:01:41,"scratch, cream, food, back, waitress"
XQfwVwDr-v0ZS3_CbbE5Xw,5NQW0xLtyTJKWWjwk9XmMA,ZeBgfIMxp9K8OFmlXmQ3yA,3,1,0,0,"Turning Point is a chain that has recently opened a number of restaurants around our place in Horsham, PA. We enjoy the North Wales location the most, though Warrington is a close second. Blue Bell only opened recently and has yet to get its act together. Food is good but my favorite is the iced tea. I get the white pear ices tea and they just keep bringing refills - even one to go if I ask!

I'm not going to deduct points from North Wales or Warrington because if you call ahead they get you right into a table but I do want to warn you not to trust calling ahead for the Blue Bell location - egads! One time we called two hours ahead for a table for four people and had to wait close to an hour. Second time we called three hours ahead for a table for six, waited almost two hours. The math for Blue Bell's not working out for me...YMMV. My recommendation: eliminate call ahead for this location or make it work like it does at the other locations.",2017-12-18 21:28:16,"ahead, get, hours, location, table"
XQfwVwDr-v0ZS3_CbbE5Xw,_OnOar1g-aNi-TldEJBplA,Xp_cT_OLl8AWGfyS1Zc7nA,5,0,0,2,"I was very impressed with Turning Point! My roommate had raved about it for so long, I was glad the North Wales location had finally opened so I could try it for myself. 

I definitely wasn't disappointed by the popular brunch restaurant, everything was perfect and I left stuffed! We sat outside since it was a nice day and the service was great, our waitress was very attentive and checked in on us repeatedly. 

I started out by ordering the iced coffee that also came with one massive coffee ice cube, which ended up being fantastic since it wasn't watered down at all. This was a tough decision to make since the coffee menu was impeccable and almost an entire page itself, but it was a great decision! 

For breakfast there are a variety of options, this includes some of the many healthy ones. I opted for the popeye skillet which was everything one could really ask for in breakfast. Potatoes, spinach, mushrooms, eggs of your choice (I went with poached), sour cream and lots of yummy cheese. I would highly recommend giving this place a try!",2017-06-08 17:40:35,"since, coffee, try, could, everything"
XQfwVwDr-v0ZS3_CbbE5Xw,jHmqmoEI-78BGHFJaDKlhQ,5EGs7LX3Z8ZogvOOgNLsnA,2,0,0,0,"Excellent food but slow, slow, slow. Staff needs training. I don't know if it is worth it to return. Kudos to the chef",2017-10-09 15:55:09,"slow, kudos, needs, staff, know"
XQfwVwDr-v0ZS3_CbbE5Xw,MAKXWgiy0MEMO6vEuX5SyA,NdDIGlFoG7cWIIlvgJr0vg,4,1,0,0,"Finally had a chance to try Turning Point for lunch with a good friend.  We split the OMG French Toast, and Shrimp on the Benny, tropical ice tea, and French pressed coffee.  Everything was delicious, I left stuffed and can't wait to go back.  Our waiter was attentive, and friendly.",2017-07-01 23:53:51,"french, stuffed, friend, pressed, left"
XQfwVwDr-v0ZS3_CbbE5Xw,iDlzJkjc05zCWRXXM6ELiA,nADHfrPEyIpvlZq9DksfiQ,5,0,0,0,"My family loves to meet at Turning Point in Montgomeryville, PA for brunch.  The restaurant is very bright and inviting.  The manager and the whole staff make you feel very welcome.  The food is so fresh and delicious, and tends to be on the healthy side.  I would highly recommend this restaurant to anyone.",2017-07-15 19:41:42,"restaurant, meet, tends, recommend, brunch"
XQfwVwDr-v0ZS3_CbbE5Xw,Upm2iAmHKgPjs8s_5YDPvA,HFS1xFO7JVycqVpmSv78XA,2,0,0,0,"Food was good however service was poor.  Ordered drinks and received them well after a couple seated after us received theirs.  In fact i had an empty bottle of ketchup and asked a waitress for a new one.  She answered yes, walked back and forth multiple times and never gave us a new one.  Im going to give it some time before considering going back.",2017-12-07 19:51:32,"one, going, received, us, back"
XQfwVwDr-v0ZS3_CbbE5Xw,HxWtq5q4OQ-4osStqn54bA,k4_8Cw2icH0nFV5MskGK1A,2,0,0,0,"Unfortunately the weekend chef doesn't know how to properly poach eggs for their ""classic Benedict "". I'm not a very fussy eater and had to send the first dish back because the egg yokes were hard. The second dish was absent of yokes. Potatoes undercooked too. Over priced for what you get. Stick to your local diner as you'll leave satisfied.",2018-09-09 14:30:29,"dish, yokes, local, eggs, unfortunately"
XQfwVwDr-v0ZS3_CbbE5Xw,0hsP_4rqBkNjcKQHQG_ZiA,9NyQ6wWuN6ZmtTgsnj3oaQ,1,0,0,0,"Nice staff. Painfully slow food service 1st time, 2nd time, and there won't be a 3rd.",2018-09-08 13:43:06,"time, nice, staff, painfully, wo"
XQfwVwDr-v0ZS3_CbbE5Xw,Rjxkkwuvys5bPw19UaFgiQ,gy7Ss1uTpCjbbGsghTvNsw,2,0,0,0,"When I was shown to my seat of was still wet so I had to use the napkin to finish the job. Place was full and service was poor. I ordered the Atlantic Tuna melt - not convinced that the tuna was fresh and it was cold. I ate half only - no one asked why - not the place if you are in a hurry 

Tried them again on Jan 13th - had an Eggs Benedict - one of the eggs was under done which I hate - taste was good but again make sure you have plenty of time for lunch - no quick lunches here",2018-01-14 23:32:47,"one, place, eggs, tuna, done"
XQfwVwDr-v0ZS3_CbbE5Xw,UNQ9TK31_Hf9BOTyp4GaDw,ixZUsQJ04cLYj4RLTxw1BQ,2,0,0,0,This location isn't run as well as other Turning Points I've been too quite yet.  Hope it improves because it is a great    location.  Team is nice when you can get their attention but seem to need better coordination and training.,2018-01-02 00:00:55,"location, run, attention, great, get"
XQfwVwDr-v0ZS3_CbbE5Xw,4VZ-zoW03Rsh6vA5qe7YQg,9df-g80a6BuQIPQMJFTf6Q,2,2,0,0,nice location and great decor but the food was very average and the servers did not have it under control. was sat and given our drinks in about 5 mins but then waited another 50-55 mins before our food came out. Would not recommend coming here.,2017-08-23 13:02:34,"mins, food, great, waited, drinks"
XQfwVwDr-v0ZS3_CbbE5Xw,tUElF5FKUfyWLe4ELZ04kA,MSTWTFQJMsi1GBGRC8NUOA,2,0,0,0,"Decided to try brunch with the family today, they don't take reservations, however will take your name and how many and a time.  So we arrive, don't have my name, and waited 45 minutes for a table of six.  Breakfast, French toast, eggs benedict, just fair.  The sides don't have prices marked, so 3 small pieces of bacon cost $3.50.  Waiter seemed like a nice guy, trying too hard, checked in way too much, tried to get us to buy appetizers, got us to bite on the authentic maple syrup vs. imitation syrup, and cornbread, of course, no mention of extra charges.  Food quality and service could be improved.",2017-06-11 22:38:54,"name, syrup, us, take, charges"
XQfwVwDr-v0ZS3_CbbE5Xw,B5SvhkXo8WFixmXNH9Y70Q,aJILvwwiuW46CTtXjUzCJw,2,1,0,0,"Went for breakfast this morning....iced coffee was good and free refills but the menu specifically said ""iced coffee icecubes"" so as not to water down, but they were regular cubes...had eggs over easy on the huevos rancheros, they were under-cooked...friend had chicken n waffles and 1 of 2 waffles was severly under-cooked...wife had the wilbur skillet and she got undercooked eggs as well and the avocado was nonexisitant....2 stars are for fast, friendly service and the drinks....also, wife had to request a new knife because the original was filthy",2017-08-23 02:28:58,"wife, iced, coffee, eggs, waffles"
XQfwVwDr-v0ZS3_CbbE5Xw,cTg9LYxSrZscI2tU9RNGZw,p6sURh18VJ3E4xrp-I5R1Q,5,1,0,0,"This place is delicious. I like how to food is a twist on the classics. I love the vanilla chai tea latte they have, it's different and love the cute attention to detail with the sugar spoon. The lemon blueberry pancakes were good as well. 

The manager is very hands on and really seems to really know the business. I really needed my check and my waiter was tending to another table, the manager noticed and got me my check and packed my leftovers asap. 

Update:

I came here again and it was an overall another wonderful experience. 

 I got the vanilla chai tea latte again, they didn't have the sugar spoon, wasn't sure if this was a mistake or they are no longer doing it, but it was delicious as always. The salted caramel waffles were amazing, I asked for no bacon.  In the southern eggs Benedict the cornbread is the best part. I will admit I prefer sweets over savory which is why i found it just okay when it was pretty much perfection it it's appearance and taste from the description given. and a chocolate milkshake.  

My server was kind and attentive. Most importantly I didn't feel rushed despite being seated 20 minutes before closing and staying 20 minutes after.",2017-04-24 22:22:24,"really, sugar, vanilla, delicious, tea"
XQfwVwDr-v0ZS3_CbbE5Xw,fvu5n5shkAJDbQjulKNuqw,NMLvjdY7IOdtfU0TepvUuA,2,8,0,0,"I really wanted to love this restaurant.  The interior is really well decorated and the food looked awesome.  My wife and I stopped in for breakfast on a Sunday in May.  There was a 15 minute wait but there were (2) seats at the counter so we grabbed them.

Our waitress came right over and introduced herself along with the other girl working the counter area.  We perused the menu and placed our orders.  My french press coffee came out quickly but that was the only thing that was quick.  After 30+ minutes our meals came out and during that time neither of the girls behind the counter checked on our drinks or gave us an update on our food.  After speaking with several other people it seems the long wait times are the norm.  Hopefully they will work the kinks out since they are fairly new.

I had the Big Easy Benedict - Cornbread topped with avocado, creole seasoned onions, peppers and chorizo. Topped with poached eggs and cajun hollandaise.  The corn bread was awesome and I would give the entire meal a solid B.

My wife had the Fruity Chicken Salad - Two scoops of homemade chicken salad accompanied by California raisins, fresh seasonal fruit on a layer of baby spinach leaves with an english muffin.  The Chieck Salad was good but she thought the portion was small.

If I was just reviewing the food I would give it 3 1/2 stars but the wait and service was so poor I had to bring the overall rating to 2.  I will return and see if the service improves.",2017-05-30 13:24:32,"counter, came, wait, food, salad"
XQfwVwDr-v0ZS3_CbbE5Xw,0O94-lsE4GLu6OKxNJMqng,hWk9llQXOkGevREpVWUoRA,5,0,1,0,Love the Kona French press here! Takes me back to Hawaii! Had the Big Easy Benedict and it was delicious! My wife had the Wilbur skillet and another great dish. The server couldn't have been more attentive and friendly. Cant wait to get back!,2017-05-21 17:28:52,"back, wait, easy, french, press"
XQfwVwDr-v0ZS3_CbbE5Xw,DjNpXU9rLjt5Lj6509zwRg,GDFxuMYlwN32x-BAnmxumg,1,0,1,0,"While the food is good, the service is terrible and the staff is rude. I recommend choosing somewhere else",2017-12-09 18:47:55,"recommend, choosing, somewhere, rude, staff"
XQfwVwDr-v0ZS3_CbbE5Xw,avH6BWW3ZiUzsBwP1c8JbQ,l8h1dnLEprUO7Ixdc1F3RQ,1,1,0,0,Went to the turning point with our friends today for the first time and it will be our last. We were seated promotly and waited over 50 minutes for breakfast items we ordered. 50 minutes for breakfast and being told the kitchen is really backed up. I could have had our 4 items we ordered done in 10 minutes especially in a commercial kitchen and I am far from a chef. I ordered the basic skillet. Potatoes were over salted and this dish comes with eggs that were over cooked after asking for over easy created an extremely dry dish. Manager comped our meal but was not very friendly. Felt very sorry for our waiter. He was stuck in the middle.  Other breakfast items were only okay and really nothing to rave about. If this place survives I will be amazed unless they change their kitchen crew. Breakfast really is not that difficult or that hard to make. If you fail miserably at making breakfast you probably will not do well at asking anything more difficult.,2017-05-21 19:45:17,"breakfast, items, minutes, really, ordered"
XQfwVwDr-v0ZS3_CbbE5Xw,VcYCE4VAeFcximi0-WuK7A,pdyRfwcLV3fAGXCYLXDRYw,1,5,0,0,"Today I went in expecting a nice family brunch. After waiting we were finally seated and ordered our meal, only to end up sitting for over 50 mins with no food. I went up to talk to the manager, to try and explain how the other table seated much later were able to get their food before us. My husband left church early just to spend time together and had to return back, so we were trying to accommodate. But instead of apologizing and showing signs of concern, the manager's first comment was ""I can pack in to-go box"". We sat for 1 full hour! Really?

So when the food came out, we returned the Reuben sandwich, since my husband was now gone, and upset. 

When we asked for the bill, I got a check for all three orders which was taken care by ""Manger Comp"". 

I understand mistakes can happen. But the way the manager dealt with our situation, was very unkind. He should have been more polite and accommodated us more professionally. It was my first time, and I will probably not go back to this place again, unless they have a more established system working around it. 

We went in there with happy mood, sat there waiting for our food for an hour miserably, only to decide to simply eat and go. The ""comp"" check that was brought to us by the server, and not by the manager himself made it that much more upsetting.  This made myself and my daughter feel upset and we left with a sour feeling about the whole place. 

I plan to take this up to the corporate manager about how we were served by the server and about how things were handled by the manager!  Terrible first time experience here!!!",2017-05-21 19:10:32,"manager, food, first, went, time"
XQfwVwDr-v0ZS3_CbbE5Xw,iEh6HVabisUoJASFEvSYEg,-wHb3saowEIu9s6Cz6zYLw,1,1,0,0,"Horrible experience. First, it was crowded on Father's Day, which we expected. Once we were seated, I notice that the table was wobbling and it spins.  I informed the waitress about the table.  She couldn't do anything about it.  When we got our coffee, I realized that she forgot to give us spoons for the coffee. Finally, our food came. Again, I realized that she forgot to give us our utensils to eat the food.  I had to walk to the front and inform the hostesses that we had no utensils.  Everyone got their food except me.  The chicken with waffles took forever the make.  I will never go here again.",2018-06-17 17:29:01,"food, us, realized, give, coffee"
XQfwVwDr-v0ZS3_CbbE5Xw,e0wev6krqh76B80GGQ7nMg,V-UaXOXv7xkRgOOIozhHsQ,1,0,0,0,"Terrible service. Waiting staff is very disorganized, cannot take down the clients name correctly. It's a luxury to get greetings out of them, food is mediocre at best.
Last time we were here waiter delivered wrong order to our table, spilled fruits all over when setting down the plate. Then he quickly picked up the plate and delivered to the right table, I doubt that guest had any clue.",2018-03-22 16:37:39,"delivered, plate, table, waiter, staff"
XQfwVwDr-v0ZS3_CbbE5Xw,AuTScCoitEKwIaAEp_R3ew,NfJWn26QV68E48wtrx8OCQ,1,1,0,0,"I was exited to meet with my bosom friends for brunch at this new joint. Maybe we were more focusing on each other than actual foods. The atmosphere was lively. The food came out rather too  fast and then the waiters and waitress started  coming every 5 minutes to ask if we finished eating or needed anything else etc. We felt like our conversation were constantly interrupted and wound up not finishing foods and left the place to talk at elsewhere. Waisted $50 for waffles, egg Benedict and brunch size salad and coffee in less than an hour. We will never go back.",2017-07-26 04:08:23,"brunch, foods, size, less, eating"
XQfwVwDr-v0ZS3_CbbE5Xw,OTODlR88KHVb5wNyRdulGw,g2msNh9EGVSnTdYG8pfEDg,2,0,0,0,Took some colleagues here for lunch based on a recommendation. We chose mostly breakfasts. The meals were lackluster. The service was terrible. Although the waitress was friendly our meals arrived in two parts. My friends meal arrived minutes later and we watched them take it outside to a table and then back into the restaurant and delivered to him. Our meal portions were small and overcooked. Waited forever for the check. The worst part was the acoustics as it was incredibly loud in the room. I might give this another chance but will wait for them to get their act together if they can.,2017-05-19 11:26:40,"arrived, meals, meal, overcooked, delivered"
XQfwVwDr-v0ZS3_CbbE5Xw,KAXtFKuSw_yPgHhKO_Je3A,6QP95ARs4kbOps-Ca034wg,4,0,0,0,"This was kind of brunch place i have been looking for. This was 2nd time going back , food was pretty good! Will def go back",2017-11-01 05:03:49,"back, place, looking, good, food"
XQfwVwDr-v0ZS3_CbbE5Xw,WMKe201GP7G3iL_xlHxxHg,vDzDD3gjPdIv4_Xp97KzQA,2,0,0,0,"A whole lotta nothing. Great space, Phenomenal menu. Problem was the food didn't have any flavor. I had an omelette where the Asparagus was undercooked and it had no taste. The grain pancakes were good, not special. My wife had a frittata that was Disguised as an omelette. Once again lacking flavor.  The servers screwed up our order and didn't really take ownership.  I'll give them credit in that they were flexible in modifying dishes.  Would not go back",2018-11-25 17:10:13,"omelette, flavor, give, pancakes, whole"
